,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,age,gender,raceethnicity,month,city,state,cause,armed,county_bucket,nat_bucket,age-decade,age-group,lawenforcementagency,lawenforcementagency_fixed,raceethnicityW
0,0,0,0,16,Male,Black,February,Millbrook,AL,Gunshot,No,3.0,3.0,age 10-20,Teenager,Police Department,Police Department,Non White
1,1,1,1,16,Male,White,February,Essex,MD,Gunshot,Firearm,1.0,2.0,age 10-20,Teenager,Police Department,Police Department,White
2,2,2,2,16,Male,Black,March,Jacksonville,FL,Gunshot,Firearm,1.0,1.0,age 10-20,Teenager,Sheriff's Office,Sheriff's Office,Non White
3,3,3,3,17,Male,White,May,Grand Junction,CO,Gunshot,Firearm,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,White
4,4,4,4,17,Male,White,March,Roxand Township,MI,Gunshot,Non-lethal firearm,5.0,4.0,age 10-20,Teenager,Sheriff's Office,Sheriff's Office,White
5,5,5,5,17,Male,White,February,Bay City,MI,Gunshot,Knife,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,White
6,6,6,6,17,Female,Hispanic/Latino,January,Denver,CO,Gunshot,Firearm,3.0,3.0,age 10-20,Teenager,Police Department,Police Department,Non White
7,7,7,7,17,Male,Black,April,Zion,IL,Gunshot,Firearm,1.0,3.0,age 10-20,Teenager,Police Department,Police Department,Non White
8,8,8,8,17,Female,White,January,Longview,TX,Gunshot,Firearm,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,White
9,9,9,9,18,Male,White,May,St Petersburg,FL,Gunshot,Firearm,3.0,3.0,age 10-20,Teenager,Police Department,Police Department,White
10,10,10,10,18,Male,Black,March,Cleveland,OH,Gunshot,Firearm,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,Non White
11,11,11,11,18,Male,White,May,Wake Forest,NC,Gunshot,No,2.0,4.0,age 10-20,Teenager,Police Department,Police Department,White
12,12,12,12,18,Male,Black,April,Chicago,IL,Gunshot,No,2.0,2.0,age 10-20,Teenager,Police Department,Police Department,Non White
13,13,13,13,18,Male,White,January,Guthrie,OK,Gunshot,Non-lethal firearm,2.0,2.0,age 10-20,Teenager,State Police,State Police,White
14,14,14,14,18,Male,White,May,Trenton,MI,Gunshot,No,5.0,4.0,age 10-20,Teenager,Police Department,Police Department,White
15,15,15,15,18,Male,Hispanic/Latino,January,Key Largo,FL,Unknown,Knife,3.0,3.0,age 10-20,Teenager,Sheriff's Office,Sheriff's Office,Non White
16,16,16,16,18,Male,Black,April,Portsmouth,VA,Gunshot,No,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,Non White
17,17,17,17,19,Male,Unknown,May,Cottonwood,AZ,Gunshot,No,1.0,2.0,age 10-20,Teenager,Sheriff's Office,Sheriff's Office,Non White
18,18,18,18,19,Male,Hispanic/Latino,April,Long Beach,CA,Gunshot,No,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,Non White
19,19,19,19,19,Male,Black,January,St Louis,MO,Gunshot,Firearm,1.0,1.0,age 10-20,Teenager,Police Department,Police Department,Non White
20,20,20,20,19,Male,White,January,Kaumakani,HI,Struck by vehicle,Knife,5.0,4.0,age 10-20,Teenager,Police Department,Police Department,White
21,21,21,21,19,Male,Black,March,Madison,WI,Gunshot,Firearm,2.0,3.0,age 10-20,Teenager,Police Department,Police Department,Non White
22,22,22,22,20,Male,White,March,Onalaska,TX,Gunshot,No,3.0,2.0,age 20-30,Young,Police Department,Police Department,White
23,23,23,23,20,Male,Unknown,May,Long Beach,CA,Gunshot,Firearm,4.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
24,24,24,24,20,Male,White,March,Sumas,WA,Gunshot,Firearm,3.0,3.0,age 20-30,Young,US Border Patrol,US Border Patrol,White
25,25,25,25,20,Female,Black,February,Charlotte,NC,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
26,26,26,26,20,Male,Black,March,Joliet,IL,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
27,27,27,27,20,Male,Black,April,Detroit,MI,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Immigration and Customs Enforcement,Immigration and Customs Enforcement,Non White
28,28,28,28,20,Male,Black,April,Trinidad,CO,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
29,29,29,29,21,Male,Hispanic/Latino,February,San Francisco,CA,Gunshot,Vehicle,2.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
30,30,30,30,21,Male,Hispanic/Latino,February,Kansas City,KS,Gunshot,Other,2.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
31,31,31,31,21,Male,Hispanic/Latino,April,Corning,CA,Gunshot,Knife,4.0,3.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
32,32,32,32,21,Male,Hispanic/Latino,March,Baytown,TX,Gunshot,Other,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
33,33,33,33,21,Male,Black,March,Bay Shore,NY,Gunshot,Firearm,1.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
34,34,34,34,21,Male,White,March,Cottonwood,AZ,Gunshot,Firearm,1.0,2.0,age 20-30,Young,Police Department,Police Department,White
35,35,35,35,21,Male,Black,May,Cerritos,CA,Gunshot,Firearm,5.0,5.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
36,36,36,36,21,Male,Black,January,Muskogee,OK,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
37,37,37,37,22,Male,Hispanic/Latino,March,Bakersfield,CA,Gunshot,Firearm,4.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
38,38,38,38,22,Male,Hispanic/Latino,May,El Paso,TX,Gunshot,Firearm,3.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
39,39,39,39,22,Male,Hispanic/Latino,April,El Paso,TX,Gunshot,Knife,5.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
40,40,40,40,22,Male,White,January,Chatham,MA,Struck by vehicle,Unknown,4.0,4.0,age 20-30,Young,Police Department,Police Department,White
41,41,41,41,22,Male,White,April,Navarre,FL,Gunshot,Firearm,3.0,4.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
42,42,42,42,22,Male,Black,April,New Orleans,LA,Gunshot,Other,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
43,43,43,43,22,Male,Hispanic/Latino,January,Chandler,AZ,Gunshot,No,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
44,44,44,44,22,Male,Black,January,Savannah,GA,Death in custody,Other,2.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
45,45,45,45,22,Male,Hispanic/Latino,March,Rio Linda,CA,Gunshot,Knife,3.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
46,46,46,46,22,Male,Black,April,Miami,FL,Gunshot,Knife,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
47,47,47,47,23,Male,White,April,Indianapolis,IN,Gunshot,Non-lethal firearm,3.0,2.0,age 20-30,Young,Police Department,Police Department,White
48,48,48,48,23,Male,Unknown,January,South Gate,CA,Gunshot,Firearm,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
49,49,49,49,23,Male,White,March,Port Wentworth,GA,Gunshot,Firearm,5.0,4.0,age 20-30,Young,Police Department,Police Department,White
50,50,50,50,23,Male,Hispanic/Latino,January,Wichita,KS,Gunshot,Knife,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
51,51,51,51,23,Male,White,February,San Bernadino,CA,Gunshot,Firearm,3.0,3.0,age 20-30,Young,Police Department,Police Department,White
52,52,52,52,23,Male,Black,February,St Louis,MO,Gunshot,No,3.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
53,53,53,53,23,Male,Black,March,Atlanta,GA,Gunshot,Knife,2.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
54,54,54,54,23,Male,Black,February,San Jose,CA,Gunshot,Firearm,1.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
55,55,55,55,23,Male,Black,January,Tulsa,OK,Gunshot,Firearm,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
56,56,56,56,23,Male,Hispanic/Latino,March,Pomona,CA,Gunshot,Knife,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
57,57,57,57,23,Male,Black,April,Jennings,MO,Gunshot,Knife,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
58,58,58,58,24,Female,White,March,San Francisco,CA,Gunshot,Firearm,2.0,4.0,age 20-30,Young,Police Department,Police Department,White
59,59,59,59,24,Male,Hispanic/Latino,April,Houston,TX,Gunshot,No,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
60,60,60,60,24,Male,White,February,Peltzer,SC,Gunshot,Firearm,3.0,2.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
61,61,61,61,24,Male,White,February,Provo,UT,Gunshot,Knife,1.0,2.0,age 20-30,Young,Police Department,Police Department,White
62,62,62,62,24,Male,White,March,Dublin,NC,Gunshot,Knife,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
63,63,63,63,24,Male,Black,March,Santa Clara,CA,Gunshot,Other,1.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
64,64,64,64,24,Male,Hispanic/Latino,May,Hackensack,NJ,Gunshot,Knife,1.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
65,65,65,65,24,Male,Black,April,New York,NY,Gunshot,Knife,4.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
66,66,66,66,24,Male,White,May,Edmond,OK,Gunshot,Knife,5.0,5.0,age 20-30,Young,Police Department,Police Department,White
67,67,67,67,24,Male,White,May,Bossier City,LA,Gunshot,Firearm,,1.0,age 20-30,Young,FBI,FBI,White
68,68,68,68,24,Male,Hispanic/Latino,January,Tahoka,TX,Gunshot,Knife,,2.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
69,69,69,69,24,Male,Native American,March,Lukachukai,AZ,Gunshot,Firearm,2.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
70,70,70,70,24,Male,Black,January,St Paul,MN,Gunshot,Vehicle,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
71,71,71,71,24,Male,Hispanic/Latino,January,Los Angeles,CA,Gunshot,No,4.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
72,72,72,72,24,Male,White,January,Bloomington,MN,Gunshot,Knife,4.0,5.0,age 20-30,Young,Police Department,Police Department,White
73,73,73,73,24,Male,Hispanic/Latino,April,Mission,TX,Gunshot,Firearm,3.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
74,74,74,74,25,Male,Hispanic/Latino,March,South Gate,CA,Gunshot,Firearm,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
75,75,75,75,25,Female,Black,April,Atlanta,GA,Gunshot,Vehicle,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
76,76,76,76,25,Male,White,April,Victoria,TX,Gunshot,Firearm,5.0,4.0,age 20-30,Young,Police Department,Police Department,White
77,77,77,77,25,Male,Black,May,Detroit,MI,Gunshot,No,2.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
78,78,78,78,25,Male,Hispanic/Latino,January,Fort Worth,TX,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
79,79,79,79,25,Male,Black,April,Harvey,LA,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
80,80,80,80,25,Male,Black,March,Salisbury,MD,Gunshot,Firearm,1.0,1.0,age 20-30,Young,State Police,State Police,Non White
81,81,81,81,25,Male,Black,April,Baltimore,MD,Death in custody,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
82,82,82,82,25,Male,Black,February,Miami Gardens,FL,Gunshot,Firearm,4.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
83,83,83,83,25,Male,White,March,Tempe,AZ,Gunshot,Firearm,2.0,2.0,age 20-30,Young,Police Department,Police Department,White
84,84,84,84,25,Male,White,January,Stockton,CA,Gunshot,Other,2.0,2.0,age 20-30,Young,Police Department,Police Department,White
85,85,85,85,25,Male,Black,January,Sierra Blanca,TX,Gunshot,Other,,1.0,age 20-30,Young,US Border Patrol,US Border Patrol,Non White
86,86,86,86,26,Male,White,March,Kenosha,WI,Gunshot,No,2.0,3.0,age 20-30,Young,Police Department,Police Department,White
87,87,87,87,26,Male,White,April,Chickasha,OK,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
88,88,88,88,26,Male,White,April,Sylmar,CA,Gunshot,Firearm,3.0,3.0,age 20-30,Young,Police Department,Police Department,White
89,89,89,89,26,Male,Black,January,Los Angeles,CA,Taser,Firearm,2.0,2.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
90,90,90,90,26,Male,White,January,Rosenberg,TX,Gunshot,Firearm,2.0,3.0,age 20-30,Young,Police Department,Police Department,White
91,91,91,91,26,Male,Black,January,Baltimore,MD,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
92,92,92,92,26,Male,White,March,Deltona,FL,Gunshot,Unknown,3.0,2.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
93,93,93,93,26,Male,Black,February,Oklahoma City,OK,Gunshot,Knife,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
94,94,94,94,26,Male,Black,May,Omaha,NE,Gunshot,No,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
95,95,95,95,26,Male,Black,May,Fort Lauderdale,FL,Unknown,Firearm,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
96,96,96,96,26,Female,Black,March,Oxnard,CA,Gunshot,No,2.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
97,97,97,97,26,Male,White,February,Boise,ID,Gunshot,Knife,1.0,1.0,age 20-30,Young,Police Department,Police Department,White
98,98,98,98,26,Male,Native American,January,Phoenix,AZ,Gunshot,No,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
99,99,99,99,26,Male,Hispanic/Latino,January,Pueblo,CO,Gunshot,Firearm,3.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
100,100,100,100,26,Male,Hispanic/Latino,January,Houston,TX,Gunshot,Firearm,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
101,101,101,101,26,Male,White,March,Peebles,OH,Gunshot,Vehicle,5.0,3.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
102,102,102,102,27,Male,White,April,Pineville,LA,Gunshot,No,2.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
103,103,103,103,27,Male,Black,March,Chamblee,GA,Gunshot,No,4.0,4.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
104,104,104,104,27,Male,Black,January,Indianapolis,IN,Gunshot,Other,3.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
105,105,105,105,27,Male,Hispanic/Latino,February,Santa Ana,CA,Gunshot,No,1.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
106,106,106,106,27,Male,Hispanic/Latino,April,Alton,IL,Gunshot,No,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
107,107,107,107,27,Male,Black,March,Johnsonville,SC,Gunshot,Firearm,2.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
108,108,108,108,27,Male,Hispanic/Latino,April,Delano,CA,Gunshot,Firearm,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
109,109,109,109,27,Male,White,April,Marion,IL,Gunshot,Firearm,1.0,1.0,age 20-30,Young,State Police,State Police,White
110,110,110,110,27,Male,Hispanic/Latino,April,Elk Grove,CA,Gunshot,Knife,3.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
111,111,111,111,27,Male,White,February,Huntingdon,TN,Gunshot,Other,2.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
112,112,112,112,27,Male,Black,March,Fort Meade,MD,Gunshot,Firearm,2.0,5.0,age 20-30,Young,Police Department,Police Department,Non White
113,113,113,113,27,Male,White,February,Austin,TX,Gunshot,No,5.0,5.0,age 20-30,Young,Police Department,Police Department,White
114,114,114,114,27,Male,White,May,Ruidoso,NM,Gunshot,Firearm,5.0,3.0,age 20-30,Young,Police Department,Police Department,White
115,115,115,115,28,Male,Asian/Pacific Islander,March,Stockton,CA,Gunshot,Knife,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
116,116,116,116,28,Male,Black,February,Columbia,MO,Gunshot,Firearm,2.0,2.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
117,117,117,117,28,Male,Black,May,Jacksonville,FL,Gunshot,Firearm,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
118,118,118,118,28,Male,Black,February,Tallahassee,FL,Gunshot,Vehicle,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
119,119,119,119,28,Female,Unknown,February,Tuscon,AZ,Gunshot,Firearm,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
120,120,120,120,28,Male,Hispanic/Latino,February,Phoenix,AZ,Gunshot,Other,2.0,2.0,age 20-30,Young,US Marshals Service,US Marshals Service,Non White
121,121,121,121,28,Male,White,April,Highland,CA,Death in custody,Knife,3.0,3.0,age 20-30,Young,Police Department,Police Department,White
122,122,122,122,28,Male,White,April,Sunnyvale,CA,Gunshot,Firearm,2.0,5.0,age 20-30,Young,Police Department,Police Department,White
123,123,123,123,28,Male,White,March,St Paul,MN,Gunshot,Firearm,2.0,3.0,age 20-30,Young,Police Department,Police Department,White
124,124,124,124,28,Male,White,May,St Augustine,FL,Gunshot,Firearm,4.0,5.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
125,125,125,125,28,Male,White,January,Huntley,MT,Gunshot,Firearm,5.0,4.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
126,126,126,126,28,Male,White,April,Boiling Springs,SC,Gunshot,Other,5.0,3.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
127,127,127,127,28,Male,Hispanic/Latino,February,Phoenix,AZ,Gunshot,Firearm,2.0,2.0,age 20-30,Young,US Marshals Service,US Marshals Service,Non White
128,128,128,128,28,Male,Hispanic/Latino,March,Los Angeles,CA,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
129,129,129,129,28,Male,Native American,April,Tonasket,WA,Taser,Firearm,1.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
130,130,130,130,29,Male,White,March,Munroe Falls,OH,Gunshot,No,5.0,4.0,age 20-30,Young,Police Department,Police Department,White
131,131,131,131,29,Male,White,March,Phoenix,AZ,Gunshot,No,1.0,1.0,age 20-30,Young,Police Department,Police Department,White
132,132,132,132,29,Male,Black,May,Lancaster,PA,Gunshot,Knife,1.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
133,133,133,133,29,Male,White,April,Bunch,OK,Gunshot,Firearm,4.0,2.0,age 20-30,Young,Police Department,Police Department,White
134,134,134,134,29,Male,Black,May,Los Angeles,CA,Gunshot,Firearm,3.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
135,135,135,135,29,Male,Black,March,Elizabethtown,KY,Gunshot,Knife,4.0,4.0,age 20-30,Young,Police Department,Police Department,Non White
136,136,136,136,29,Male,White,January,Morenci,AZ,Gunshot,Firearm,,4.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,White
137,137,137,137,29,Male,Black,January,Lauderhill,FL,Gunshot,No,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
138,138,138,138,29,Male,Black,February,Antioch,CA,Gunshot,Firearm,1.0,3.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
139,139,139,139,29,Male,Black,April,Monon,IN,Gunshot,Firearm,1.0,2.0,age 20-30,Young,State Police,State Police,Non White
140,140,140,140,29,Male,Hispanic/Latino,April,Hemet,CA,Gunshot,Firearm,1.0,1.0,age 20-30,Young,Sheriff's Office,Sheriff's Office,Non White
141,141,141,141,29,Male,Black,March,Modesto,CA,Gunshot,Knife,4.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
142,142,142,142,29,Male,Black,May,Fort Lauderdale,FL,Gunshot,Unknown,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
143,143,143,143,29,Male,White,January,Robertsville,MO,Gunshot,No,5.0,3.0,age 20-30,Young,Police Department,Police Department,White
144,144,144,144,29,Male,Hispanic/Latino,March,San Antonio,TX,Gunshot,Firearm,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
145,145,145,145,29,Male,Hispanic/Latino,January,Las Vegas,NV,Gunshot,No,2.0,2.0,age 20-30,Young,Police Department,Police Department,Non White
146,146,146,146,29,Male,Black,March,Mansfield,OH,Taser,Firearm,1.0,1.0,age 20-30,Young,Police Department,Police Department,Non White
147,147,147,147,29,Male,Black,March,Portsmouth,VA,Gunshot,Other,3.0,3.0,age 20-30,Young,Police Department,Police Department,Non White
148,148,148,148,30,Male,Black,March,Cocoa,FL,Gunshot,Knife,1.0,1.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,Non White
149,149,149,149,30,Male,Black,March,Culpeper,VA,Taser,Firearm,1.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
150,150,150,150,30,Male,White,February,Tewksbury,MA,Gunshot,No,4.0,5.0,age 30-40,Young,Police Department,Police Department,White
151,151,151,151,30,Male,Black,May,Garland,TX,Gunshot,No,3.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
152,152,152,152,30,Male,White,April,New York,NY,Gunshot,No,1.0,1.0,age 30-40,Young,Police Department,Police Department,White
153,153,153,153,30,Male,White,February,Green Bay,WI,Gunshot,Firearm,1.0,1.0,age 30-40,Young,Police Department,Police Department,White
154,154,154,154,30,Male,Black,May,Fort Worth,TX,Gunshot,No,4.0,4.0,age 30-40,Young,Police Department,Police Department,Non White
155,155,155,155,30,Male,White,January,Des Moines,IA,Gunshot,Firearm,1.0,1.0,age 30-40,Young,Police Department,Police Department,White
156,156,156,156,31,Male,White,February,Wyoming,MI,Gunshot,Other,3.0,2.0,age 30-40,Young,Police Department,Police Department,White
157,157,157,157,31,Male,White,February,Terre Haute,IN,Gunshot,Firearm,4.0,2.0,age 30-40,Young,Police Department,Police Department,White
158,158,158,158,31,Male,White,March,Middleton,ID,Gunshot,Knife,5.0,4.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
159,159,159,159,31,Male,White,April,Jonesboro,AR,Gunshot,No,3.0,2.0,age 30-40,Young,Police Department,Police Department,White
160,160,160,160,31,Male,Black,April,Hagerstown,MD,Taser,Firearm,1.0,1.0,age 30-40,Young,Police Department,Police Department,Non White
161,161,161,161,31,Male,White,March,Memphis,TN,Gunshot,Other,3.0,2.0,age 30-40,Young,Police Department,Police Department,White
162,162,162,162,31,Male,Black,March,Baton Rouge,LA,Gunshot,Vehicle,1.0,1.0,age 30-40,Young,US Marshals Service,US Marshals Service,Non White
163,163,163,163,31,Male,White,April,Gettysburg,PA,Gunshot,Firearm,3.0,4.0,age 30-40,Young,State Police,State Police,White
164,164,164,164,31,Male,White,January,Rosemont,IL,Gunshot,Firearm,3.0,3.0,age 30-40,Young,Police Department,Police Department,White
165,165,165,165,31,Male,White,February,Springfield,MO,Gunshot,No,1.0,1.0,age 30-40,Young,Police Department,Police Department,White
166,166,166,166,31,Male,Black,April,Anaheim,CA,Gunshot,Knife,1.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
167,167,167,167,31,Male,Black,April,Fort Worth,TX,Gunshot,Firearm,1.0,1.0,age 30-40,Young,Police Department,Police Department,Non White
168,168,168,168,31,Male,Hispanic/Latino,February,Euless,TX,Gunshot,Vehicle,5.0,5.0,age 30-40,Young,Police Department,Police Department,Non White
169,169,169,169,31,Male,White,March,Kingman,AZ,Gunshot,Firearm,4.0,2.0,age 30-40,Young,Police Department,Police Department,White
170,170,170,170,31,Male,Black,May,Fridley,MN,Gunshot,No,1.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
171,171,171,171,31,Male,White,April,Rigby,ID,Gunshot,No,,4.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
172,172,172,172,31,Male,Hispanic/Latino,January,Houston,TX,Gunshot,No,2.0,2.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,Non White
173,173,173,173,32,Male,Hispanic/Latino,March,Los Angeles,CA,Gunshot,Firearm,1.0,1.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,Non White
174,174,174,174,32,Male,Black,April,Rock Island,IL,Gunshot,No,2.0,2.0,age 30-40,Young,Police Department,Police Department,Non White
175,175,175,175,32,Male,White,April,Shawnee,OK,Gunshot,Knife,5.0,4.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
176,176,176,176,32,Male,Black,May,Northglenn,CO,Gunshot,Firearm,,3.0,age 30-40,Young,Police Department,Police Department,Non White
177,177,177,177,32,Male,White,April,Salemburg,NC,Gunshot,Knife,2.0,1.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
178,178,178,178,32,Male,Black,May,Charleston,SC,Gunshot,No,4.0,4.0,age 30-40,Young,State Police,State Police,Non White
179,179,179,179,32,Male,White,January,Maricopa,AZ,Gunshot,Firearm,5.0,5.0,age 30-40,Young,Police Department,Police Department,White
180,180,180,180,32,Male,White,January,San Francisco,CA,Gunshot,Other,5.0,5.0,age 30-40,Young,Police Department,Police Department,White
181,181,181,181,32,Male,White,February,Eaton Rapids Township,MI,Gunshot,Other,5.0,4.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
182,182,182,182,32,Male,White,March,Vancouver,WA,Death in custody,Knife,1.0,1.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
183,183,183,183,32,Male,Black,March,Vineland,NJ,Death in custody,Firearm,2.0,2.0,age 30-40,Young,Police Department,Police Department,Non White
184,184,184,184,32,Male,Black,January,Freeport,TX,Gunshot,Knife,2.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
185,185,185,185,32,Male,Asian/Pacific Islander,May,South El Monte,CA,Gunshot,Knife,3.0,4.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,Non White
186,186,186,186,33,Male,Hispanic/Latino,January,El Paso,TX,Gunshot,Firearm,1.0,1.0,age 30-40,Young,Police Department,Police Department,Non White
187,187,187,187,33,Male,Hispanic/Latino,January,Wasco,CA,Gunshot,Firearm,1.0,1.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,Non White
188,188,188,188,33,Male,White,April,Muskogee County,OK,Taser,Firearm,2.0,1.0,age 30-40,Young,Police Department,Police Department,White
189,189,189,189,33,Male,White,April,Ocala,FL,Gunshot,No,4.0,3.0,age 30-40,Young,Police Department,Police Department,White
190,190,190,190,33,Male,Black,January,Columbus,OH,Gunshot,No,2.0,1.0,age 30-40,Young,State Police,State Police,Non White
191,191,191,191,33,Male,White,May,Sarasota,FL,Unknown,Other,3.0,3.0,age 30-40,Young,Police Department,Police Department,White
192,192,192,192,33,Male,Hispanic/Latino,February,Anchorage,AK,Gunshot,Knife,1.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
193,193,193,193,33,Male,Hispanic/Latino,April,Mesa,AZ,Gunshot,Knife,3.0,3.0,age 30-40,Young,Police Department,Police Department,Non White
194,194,194,194,33,Male,Native American,January,Anchorage,AK,Death in custody,Knife,1.0,2.0,age 30-40,Young,Police Department,Police Department,Non White
195,195,195,195,33,Male,White,January,Ville Platte,LA,Gunshot,Knife,4.0,2.0,age 30-40,Young,Sheriff's Office,Sheriff's Office,White
196,196,196,196,33,Male,Black,April,San Antonio,TX,Taser,Vehicle,4.0,4.0,age 30-40,Young,Police Department,Police Department,Non White
